购物距离注册时长	购物时是否咨询客服	是否团购	是否是新用户	是否直降	是否换购	是够满减	是否买赠	是够加价购	留存标签	咨询数量	同时购买同样物品数量
82	0	0	1	0	0	0	0	0	0	0	1
81	0	0	1	0	0	0	0	1	0	2	1
98	0	0	1	0	0	0	0	0	0	0	0
24	1	1	1	0	0	0	0	0	0	0	1
40	1	0	1	0	0	0	0	0	0	0	0
53	0	0	1	0	0	0	0	0	0	10	2
40	1	0	1	0	0	1	0	0	0	0	1
39	1	1	1	0	0	0	0	0	0	0	1
40	1	0	1	0	0	1	0	0	0	0	1
67	0	0	1	0	0	0	0	0	0	0	1
13	1	0	1	0	0	1	0	0	0	0	1
98	1	0	1	0	0	0	0	0	0	0	1
21	1	0	1	0	0	1	0	0	0	0	1
95	1	0	1	0	0	1	0	0	0	0	2
81	0	0	0	0	0	1	0	0	0	0	1
90	0	0	0	1	0	1	0	0	0	0	1
77	1	0	1	0	0	0	0	0	0	0	0
40	1	0	0	0	0	0	0	0	0	0	2
73	1	0	0	0	0	0	0	0	0	4	1
4	1	0	0	0	0	0	0	0	0	0	1
72	0	1	1	0	0	0	0	0	0	0	1
90	1	0	1	0	0	0	0	0	0	0	0
89	1	0	0	0	0	0	0	0	0	0	0
18	1	1	1	0	0	1	0	0	0	0	2
76	1	1	1	1	0	0	0	0	0	0	1
111	0	0	0	0	0	0	0	1	0	0	1
104	1	0	0	0	0	0	0	0	0	0	1
26	0	1	1	0	0	0	0	0	0	0	1
48	1	0	0	0	0	0	0	0	0	0	0
43	0	0	1	0	0	0	0	0	0	0	1
100	1	0	0	0	0	1	0	0	0	0	1
3	1	0	1	0	0	0	0	0	0	0	1
89	0	1	1	0	0	0	0	0	0	1	1
106	1	0	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	1	0	0	0	0	0
54	1	0	0	0	0	0	0	0	0	0	0
103	0	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	2
88	1	0	1	0	0	0	0	0	0	0	1
111	0	1	1	0	0	0	0	0	0	2	0
102	0	1	1	1	0	1	0	0	0	0	1
104	0	1	1	1	0	1	0	0	0	0	1
62	0	0	0	0	0	0	0	1	0	0	1
91	0	0	1	0	0	0	0	1	0	0	2
83	0	0	1	0	0	0	0	0	0	0	1
13	1	0	0	0	0	0	0	0	0	0	1
11	1	1	1	0	0	0	0	0	0	0	1
96	1	0	0	0	0	0	0	0	0	0	0
65	0	0	0	0	0	0	0	0	0	0	1
91	0	0	0	0	0	0	0	0	0	0	1
11	1	0	0	0	0	0	0	0	0	0	1
94	0	0	0	0	0	0	0	0	0	0	2
91	0	0	0	1	0	1	0	0	0	0	1
11	0	0	1	0	0	0	0	0	0	1	1
17	1	0	1	0	0	0	0	0	0	3	0
62	1	0	1	0	0	0	0	0	0	0	2
105	0	0	1	0	0	1	0	0	0	0	1
82	0	0	0	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	1
103	0	1	0	0	0	0	0	0	0	2	2
90	1	0	0	0	0	0	0	0	0	0	0
25	1	0	1	0	0	1	0	0	0	0	1
27	1	0	1	0	0	0	0	0	0	0	1
88	0	0	1	0	0	0	0	0	0	0	1
84	0	0	1	0	0	0	0	0	0	0	1
95	1	0	1	0	0	0	0	0	0	0	1
102	0	0	0	0	0	0	0	1	0	0	1
8	1	0	1	0	0	0	0	1	0	0	1
90	0	1	1	1	0	0	0	0	0	0	1
90	0	1	1	1	0	0	0	0	0	0	1
32	0	0	1	0	0	1	0	0	0	0	0
83	0	0	0	1	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	1	1
100	0	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	0	0	0	0	2	2
82	1	0	0	0	0	0	0	0	0	0	1
63	0	0	0	0	0	0	0	0	0	0	1
90	0	0	1	1	0	1	0	0	0	0	1
89	0	0	0	0	0	0	0	0	0	0	1
102	1	0	1	0	0	0	0	0	0	0	1
66	1	0	1	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	1	0	0	1
8	1	0	0	0	0	0	0	0	0	0	1
48	1	0	0	0	0	1	0	0	0	0	1
85	0	0	1	0	0	0	0	0	0	0	0
42	1	0	1	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	1
55	1	0	1	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	0	0	0	1
82	0	0	1	0	0	0	0	0	0	0	0
38	1	0	1	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	1
108	1	0	1	0	0	0	0	0	0	0	0
10	1	0	1	0	0	0	0	0	0	0	0
69	1	0	0	0	0	0	0	0	0	0	1
80	0	0	0	0	0	1	0	0	0	0	1
89	0	0	1	0	0	0	0	0	0	0	1
51	1	0	0	0	0	1	0	0	0	0	0
97	0	0	0	0	0	0	0	0	0	0	0
88	1	1	1	0	0	0	0	0	0	0	0
4	1	0	1	0	0	1	0	0	0	0	1
4	1	0	0	0	0	0	0	0	0	0	1
83	0	0	0	0	0	0	0	0	0	0	0
78	1	0	1	0	0	0	0	0	0	0	0
85	0	0	1	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	1	0	0	1
79	0	0	1	0	0	0	0	0	0	0	1
82	0	0	1	1	0	1	0	0	0	0	1
48	1	0	1	0	0	0	0	0	0	2	1
85	0	0	0	0	0	0	0	0	0	2	0
32	1	0	0	0	0	0	0	0	0	1	2
91	0	0	0	0	0	0	0	0	0	4	0
101	0	0	0	1	0	1	0	0	0	0	1
82	1	0	1	0	0	0	0	0	0	0	1
101	0	0	0	1	0	1	0	0	0	0	1
62	1	0	1	0	0	0	0	0	0	2	3
64	0	1	1	0	0	0	0	0	0	0	1
104	0	1	1	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	1
96	1	1	1	0	0	1	0	0	0	0	1
96	0	1	1	0	0	0	0	0	0	0	1
102	0	0	1	0	0	0	0	1	0	0	1
68	0	0	0	1	0	0	0	0	0	0	1
52	0	0	1	0	0	0	0	0	0	0	1
102	1	0	0	0	0	1	0	0	0	0	1
53	1	1	1	0	0	1	0	0	0	0	2
19	1	0	1	0	0	0	0	0	0	0	0
37	1	0	1	0	0	0	0	0	0	0	0
19	1	0	1	0	0	0	0	0	0	0	1
95	0	0	1	0	0	0	0	0	0	0	1
94	0	0	1	0	0	0	0	0	0	0	0
101	0	1	1	1	0	1	0	0	0	1	1
97	1	0	1	0	0	1	0	0	0	0	1
24	1	0	0	0	0	1	0	0	0	0	1
96	1	0	0	0	0	1	0	0	0	2	0
91	0	0	1	0	0	0	0	1	0	0	1
91	1	0	1	0	0	0	0	0	0	0	0
95	1	0	1	0	0	0	0	0	0	0	0
19	1	0	0	0	0	0	0	0	0	1	0
91	0	0	0	0	0	0	0	0	0	0	0
85	0	0	1	0	0	0	0	0	0	0	0
82	0	0	1	0	0	0	0	0	0	0	1
29	1	0	0	0	0	0	0	0	0	0	0
6	1	0	1	0	0	0	0	0	0	0	0
78	0	0	0	0	0	0	0	1	0	0	1
13	1	0	0	0	0	0	0	0	0	0	0
77	1	0	0	0	0	0	0	0	0	0	0
40	1	0	1	0	0	1	0	0	0	0	1
84	1	0	1	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	1	0	0	1
102	1	0	1	0	0	1	0	0	0	0	0
78	1	0	0	0	0	0	0	0	0	0	1
74	0	0	1	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	1
52	0	0	0	0	0	0	0	0	0	0	1
75	1	1	1	0	0	0	0	0	0	0	1
82	1	0	0	0	0	0	0	0	0	0	1
48	0	0	1	0	0	0	0	0	0	0	1
97	1	0	1	0	0	0	0	0	0	0	0
83	0	1	1	0	0	0	0	0	0	0	1
96	1	1	1	0	0	1	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	1	2
40	0	0	1	0	0	0	0	0	0	0	0
96	1	0	1	0	0	0	0	0	0	0	0
34	0	0	0	1	0	0	0	0	0	0	0
52	1	0	0	0	0	1	0	0	0	0	1
103	1	0	0	0	0	0	0	0	0	0	1
96	0	0	0	1	0	1	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	1
81	0	0	1	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	0
95	0	0	1	0	0	0	0	0	0	0	1
84	0	0	1	0	0	0	0	1	0	0	1
102	1	0	0	0	0	0	0	0	0	0	1
10	1	0	1	0	0	0	0	0	0	0	1
95	0	0	0	1	0	1	0	0	0	0	1
83	0	0	0	0	0	0	0	1	0	1	1
72	0	0	0	0	0	0	0	1	0	3	1
94	0	0	1	0	0	0	0	0	0	2	2
97	0	0	1	0	0	1	0	0	0	2	0
23	1	0	0	0	0	0	0	0	0	0	2
62	1	0	0	0	0	0	0	0	0	0	0
90	0	0	1	0	0	0	0	0	0	0	0
11	1	0	0	0	0	0	0	0	0	0	1
23	1	0	1	0	0	0	0	0	0	0	0
85	0	1	1	1	0	1	0	0	0	2	1
68	0	0	0	0	0	0	0	0	0	1	2
71	0	0	0	0	0	0	0	1	0	0	1
15	1	0	1	0	0	0	0	0	0	0	0
76	0	0	1	0	0	1	0	0	0	0	1
68	1	0	0	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	0
2	1	0	1	0	0	0	0	0	0	0	1
82	0	0	1	0	0	0	0	1	0	0	1
80	0	0	1	0	0	0	0	0	0	0	0
68	1	0	1	0	0	0	0	0	0	0	1
9	1	1	1	0	0	0	0	0	0	0	1
57	1	0	0	0	0	0	0	0	0	0	0
16	1	0	1	0	0	0	0	0	0	0	0
67	0	0	1	0	0	0	0	0	0	0	0
14	1	0	1	0	0	0	0	0	0	0	1
56	1	0	1	0	0	0	0	0	0	0	1
82	1	1	1	0	0	0	0	0	0	0	1
100	1	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	1
58	0	0	1	0	0	0	0	0	0	0	0
19	1	1	1	0	0	0	0	0	0	0	1
95	0	0	1	0	0	0	0	0	0	0	1
58	1	0	1	0	0	1	0	0	0	0	1
63	1	0	0	0	0	0	0	0	0	0	0
95	0	0	1	1	0	0	0	0	0	0	1
64	1	0	0	0	0	1	0	0	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
62	0	0	1	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	0	0	0	1
84	0	0	1	0	0	0	0	0	0	0	1
83	0	0	0	0	0	0	0	0	0	0	1
86	1	0	1	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	0	0
103	1	0	0	0	0	0	0	0	0	0	0
3	1	0	1	0	0	0	0	0	0	0	1
83	0	1	1	0	0	0	0	0	0	0	1
89	0	0	1	0	0	0	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	1
54	1	0	0	0	0	1	0	0	0	0	1
67	0	0	1	0	0	0	0	0	0	1	0
74	0	0	0	0	0	1	0	0	0	0	1
84	0	0	1	0	0	0	0	0	0	0	0
23	1	0	0	0	0	1	0	0	0	0	1
95	0	0	0	1	0	0	0	0	0	0	1
82	1	0	0	0	0	1	0	0	0	0	0
95	1	1	1	0	0	1	0	0	0	0	1
80	0	0	0	0	0	0	0	0	0	0	1
79	1	0	0	0	0	0	0	0	0	0	1
17	1	0	0	0	0	0	0	0	0	0	2
31	1	0	1	0	0	0	0	0	0	0	0
67	1	1	1	0	0	1	0	0	0	0	1
96	0	0	0	0	0	0	0	1	0	0	1
82	0	1	1	1	0	1	0	0	0	1	1
90	0	0	0	0	0	0	0	1	0	2	1
33	0	0	1	0	0	0	0	0	0	0	2
74	1	0	0	0	0	1	0	0	0	0	1
84	1	0	1	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0	0	0	0
96	1	0	0	0	0	1	0	0	0	0	1
96	0	0	0	1	0	1	0	0	0	0	1
83	0	0	1	0	0	0	0	0	0	0	0
20	1	0	0	0	0	0	0	0	0	2	1
82	0	0	0	0	0	0	0	1	0	0	1
68	0	0	0	0	0	0	0	0	0	0	0
24	1	0	1	0	0	0	0	0	0	0	1
69	1	0	1	0	0	0	0	0	0	0	1
96	0	1	0	0	0	1	0	0	0	0	1
68	0	1	1	0	0	0	0	0	0	0	1
92	1	0	0	0	0	0	0	0	0	0	0
82	0	0	1	1	0	1	0	0	0	0	1
21	1	0	0	0	0	0	0	0	0	0	0
67	0	0	1	0	0	0	0	0	0	1	1
75	1	0	0	0	0	0	0	0	0	0	0
21	1	1	1	0	0	1	0	0	0	0	1
36	1	1	1	0	0	1	0	0	0	0	1
1	1	0	1	0	0	0	0	0	0	0	0
3	1	0	1	0	0	0	0	0	0	0	0
42	1	0	1	0	0	0	0	0	0	0	0
95	0	1	1	0	0	1	0	0	0	0	1
28	0	0	1	0	0	0	0	0	0	0	1
76	0	1	1	0	0	1	0	0	0	0	1
78	0	0	0	0	0	0	0	0	0	0	1
85	0	0	1	0	0	0	0	0	0	0	2
93	1	1	0	0	0	1	0	0	0	0	1
33	1	0	1	0	0	0	0	0	0	0	1
88	1	0	1	0	0	0	0	0	0	0	0
82	0	0	0	1	0	1	0	0	0	0	1
82	0	1	1	1	0	0	0	0	0	0	1
88	0	0	1	0	0	0	0	0	0	0	2
46	0	0	1	0	0	0	0	0	0	0	1
67	1	0	1	0	0	1	0	0	0	0	1
80	0	0	0	0	0	0	0	1	0	0	1
72	1	0	0	0	0	0	0	0	0	0	2
3	1	1	1	0	0	0	0	0	0	0	1
6	1	0	0	0	0	0	0	0	0	0	1
82	1	1	0	0	0	0	0	0	0	0	0
73	0	0	0	0	0	0	0	1	0	0	1
78	0	0	1	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	1	0	0	1
80	0	0	1	0	0	0	0	0	0	0	1
76	0	0	1	0	0	0	0	0	0	0	0
96	0	0	1	0	0	0	0	0	0	0	1
71	0	0	0	0	0	0	0	0	0	0	1
50	0	0	0	0	0	0	0	0	0	0	1
51	0	0	0	0	0	0	0	0	0	0	1
9	0	0	0	0	0	0	0	0	0	0	1
80	1	0	1	0	0	1	0	0	0	0	1
76	1	0	0	0	0	1	0	0	0	0	1
93	1	0	1	0	0	0	0	0	0	0	1
47	0	0	0	0	0	0	0	0	0	0	1
68	1	1	1	0	0	0	0	0	0	0	1
80	1	0	1	0	0	0	0	0	0	0	1
59	0	0	0	0	0	0	0	0	0	0	0
91	1	0	1	0	0	0	0	0	0	0	0
83	0	0	1	0	0	0	0	0	0	0	1
84	0	0	0	0	0	0	0	0	0	2	0
87	1	0	0	0	0	0	0	0	0	0	0
40	1	0	0	0	0	0	0	0	0	0	1
59	1	0	1	0	0	0	0	0	0	0	1
51	1	0	0	0	0	0	0	0	0	0	0
12	1	0	0	0	0	0	0	0	0	0	1
77	0	0	0	0	0	0	0	0	0	0	2
80	0	0	0	0	0	1	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	0
79	1	0	0	0	0	0	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	1
77	1	0	1	0	0	0	0	0	0	0	1
72	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0	0	1
48	1	0	0	0	0	0	0	0	0	0	1
44	1	1	1	0	0	0	0	0	0	0	1
50	1	0	1	0	0	0	0	0	0	0	1
64	1	1	1	0	0	0	0	0	0	0	1
91	0	0	0	0	0	0	0	0	0	0	0
29	1	1	1	0	0	0	0	0	0	4	0
91	1	0	0	0	0	0	0	0	0	3	0
66	0	0	0	0	0	0	0	0	0	0	1
29	1	0	1	0	0	0	0	0	0	0	1
71	0	0	1	0	0	0	0	0	0	0	0
83	0	0	0	0	0	0	0	0	0	2	1
91	0	0	0	0	0	0	0	0	0	0	0
78	0	0	1	0	0	0	0	0	0	0	1
74	0	0	0	0	0	0	0	0	0	0	1
84	1	1	1	0	0	0	0	0	0	0	1
45	1	0	1	0	0	0	0	0	0	0	0
39	0	0	1	0	0	0	0	0	0	0	1
62	1	0	0	0	0	1	0	0	0	0	1
71	0	0	0	0	0	0	0	0	0	2	1
90	1	0	0	0	0	0	0	0	0	0	1
85	0	0	0	0	0	0	0	0	0	0	1
98	0	0	1	0	0	0	0	0	0	0	1
74	0	0	1	0	0	0	0	1	0	0	1
82	1	0	0	0	0	1	0	0	0	0	1
13	1	0	0	0	0	1	0	0	0	0	1
47	1	0	0	0	0	0	0	0	0	0	1
58	1	0	1	0	0	0	0	0	0	0	1
46	0	0	0	0	0	0	0	0	0	2	2
6	1	0	0	0	0	0	0	0	0	0	1
85	0	0	0	0	0	0	0	0	0	0	0
91	0	0	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	1	0	0	0	0	1
78	0	0	0	0	0	1	0	0	0	0	1
70	0	0	0	0	0	0	0	0	0	0	1
71	0	0	1	0	0	0	0	0	0	0	0
91	1	0	0	0	0	0	0	0	0	0	0
17	1	0	1	0	0	0	0	0	0	0	1
33	1	0	0	0	0	1	0	0	0	0	1
55	1	0	1	0	0	0	0	0	0	0	1
72	1	0	0	0	0	0	0	0	0	0	0
27	1	0	1	0	0	0	0	0	0	0	1
75	1	0	0	0	0	0	0	0	0	0	1
48	1	0	1	0	0	1	0	0	0	0	1
16	0	0	1	0	0	1	0	0	0	0	1
64	1	0	1	0	0	0	0	0	0	2	1
37	1	0	0	0	0	0	0	1	0	0	1
97	1	0	1	0	0	0	0	0	0	0	1
19	1	0	1	0	0	0	0	0	0	0	0
5	1	0	1	0	0	0	0	0	0	0	0
6	1	1	1	1	0	0	0	0	0	0	0
61	1	0	0	1	0	0	0	0	0	0	0
60	1	1	1	0	0	0	0	0	0	0	1
32	0	0	0	0	0	1	0	0	0	0	1
69	0	0	1	0	0	0	0	0	0	0	1
62	0	0	0	0	0	0	0	1	0	0	1
55	0	0	0	0	0	0	0	0	0	0	1
78	1	0	0	0	0	1	0	0	0	0	1
78	0	0	0	0	0	0	0	0	0	0	0
7	1	0	1	0	0	0	0	0	0	0	0
61	1	0	1	0	0	0	0	0	0	0	0
87	1	0	1	0	0	0	0	0	0	0	0
59	0	0	1	0	0	0	0	0	0	0	0
81	0	0	1	0	0	0	0	0	0	0	1
89	1	0	1	0	0	0	0	0	0	0	1
14	1	1	1	0	0	0	0	0	0	0	1
7	1	0	1	0	0	0	0	0	0	0	1
88	0	1	1	0	0	0	0	0	0	0	1
72	0	0	1	0	0	0	0	0	0	2	0
34	0	0	0	0	0	0	0	0	0	0	1
67	0	0	1	0	0	0	0	0	0	0	2
8	1	0	1	0	0	0	0	0	0	0	1
76	0	0	0	0	0	1	0	0	0	0	1
41	1	0	0	0	0	1	0	0	0	0	1
88	1	0	1	0	0	0	0	0	0	1	1
53	0	0	0	0	0	1	0	0	0	0	1
54	0	0	1	0	0	0	0	1	0	0	1
11	1	0	1	0	0	0	0	0	0	0	1
67	1	1	1	0	0	0	0	0	0	0	1
85	1	0	0	0	0	0	0	0	0	0	0
84	1	0	0	0	0	0	0	0	0	0	1
86	1	1	1	0	0	0	0	0	0	0	0
44	1	0	0	0	0	0	0	0	0	0	1
60	0	0	0	0	0	0	0	1	0	0	1
71	0	0	0	0	0	1	0	0	0	0	1
82	1	0	1	0	0	1	0	0	0	0	1
75	1	0	0	0	0	1	0	0	0	0	1
67	0	0	1	0	0	0	0	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0	1
91	1	0	1	0	0	0	0	0	0	0	0
91	0	0	0	0	0	0	0	0	0	0	1
77	0	0	0	0	0	0	0	0	0	0	1
3	1	0	0	0	0	0	0	0	0	0	1
40	0	0	1	1	0	0	0	0	0	0	0
26	1	0	1	0	0	0	0	1	0	0	1
6	1	0	0	0	0	1	0	0	0	0	1
44	0	0	0	0	0	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0	0
29	1	0	1	0	0	1	0	0	0	0	1
69	0	1	1	0	0	1	0	0	0	0	1
65	1	0	1	0	0	0	0	0	0	0	0
67	0	0	1	0	0	0	0	0	0	1	1
19	1	0	1	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0	0	0	1
87	0	1	1	0	0	0	0	0	0	0	1
47	0	1	1	0	0	0	0	0	0	0	1
68	0	0	1	0	0	0	0	0	0	0	1
47	1	0	1	0	0	1	0	0	0	0	1
34	0	0	0	0	0	0	0	0	0	0	1
83	0	0	1	0	0	0	0	1	0	0	1
38	1	0	0	0	0	0	0	1	0	0	1
63	0	0	0	0	0	1	0	0	0	0	1
58	0	0	0	0	0	0	0	0	0	0	1
12	1	0	1	0	0	1	0	0	0	0	1
82	0	0	1	0	0	0	0	0	0	0	0
60	1	0	0	0	0	0	0	0	0	0	0
50	1	1	1	0	0	1	0	0	0	0	1
62	0	0	0	0	0	0	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	1
76	1	0	0	0	0	1	0	0	0	2	1
50	1	1	1	0	0	0	0	0	0	0	1
18	1	0	1	0	0	0	0	0	0	0	1
31	1	0	1	0	0	0	0	0	0	0	1
70	0	0	0	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
88	1	0	1	0	0	0	0	0	0	0	1
49	1	0	0	0	0	0	0	0	0	0	1
64	0	1	1	0	0	0	0	0	0	0	2
68	1	0	0	0	0	1	0	0	0	0	1
34	1	0	0	0	0	0	0	0	0	0	2
83	0	0	0	0	0	0	0	0	0	0	1
53	1	0	1	0	0	0	0	0	0	0	0
65	1	0	0	0	0	1	0	0	0	0	1
20	1	0	0	0	0	0	0	0	0	0	1
69	1	0	1	0	0	1	0	0	0	0	1
61	0	0	1	0	0	0	0	0	0	0	1
68	0	0	0	0	0	1	0	0	0	0	1
94	1	0	0	0	0	1	0	0	0	0	1
64	1	0	1	0	0	0	0	0	0	0	0
87	0	0	0	0	0	1	0	0	0	0	1
63	0	0	0	0	0	0	0	0	0	0	0
6	1	0	0	0	0	0	0	0	0	0	2
17	1	0	0	0	0	0	0	0	0	0	1
46	0	0	0	0	0	0	0	1	0	0	1
28	1	0	0	0	0	1	0	0	0	0	1
16	1	0	0	0	0	1	0	0	0	0	1
53	0	0	0	0	0	1	0	0	0	2	1
81	0	1	0	0	0	0	0	0	0	0	0
90	0	0	1	0	0	0	0	1	0	0	1
81	0	0	0	0	0	0	0	0	0	0	1
80	1	0	1	0	0	0	0	0	0	0	1
84	1	0	1	0	0	1	0	0	0	10	1
39	1	0	1	0	0	0	0	0	0	0	1
57	1	0	1	0	0	0	0	1	0	0	1
81	0	0	1	0	0	0	0	0	0	0	1
85	0	1	1	0	0	0	0	0	0	0	1
77	0	0	1	0	0	0	0	0	0	0	0
91	1	0	0	0	0	0	0	0	0	0	1
2	1	0	0	0	0	0	0	0	0	0	1
41	1	0	0	0	0	0	0	0	0	0	1
66	0	0	1	0	0	0	0	0	0	1	0
77	0	0	1	0	0	1	0	0	0	0	1
81	0	0	0	0	0	0	0	0	0	0	0
70	0	1	1	0	0	0	0	0	0	0	6
16	1	0	1	0	0	0	0	0	0	0	1
60	0	0	1	0	0	0	0	0	0	0	0
64	0	0	1	0	0	0	0	0	0	0	1
72	0	0	0	0	0	0	0	0	0	1	0
83	1	1	1	0	0	0	0	0	0	0	0
22	1	0	0	0	0	0	0	0	0	1	1
73	0	0	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	1	0	0	0	0	1
4	1	0	0	0	0	1	0	0	0	0	1
59	1	0	0	0	0	0	0	0	0	2	0
85	0	1	1	0	0	0	0	0	0	0	1
38	1	0	1	0	0	0	0	0	0	1	0
71	0	0	1	0	0	0	0	1	0	0	1
6	1	0	1	0	0	0	0	0	0	0	1
75	1	0	1	0	0	0	0	0	0	0	1
40	1	0	1	0	0	0	0	0	0	0	0
1	1	0	1	0	0	0	0	0	0	0	1
79	1	0	1	0	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0	0	0	0	1
73	0	0	0	0	0	0	0	0	0	0	0
72	0	0	1	0	0	0	0	0	0	0	0
68	0	0	1	0	0	0	0	0	0	0	1
87	0	0	1	0	0	0	0	1	0	0	1
71	1	0	0	0	0	0	0	0	0	6	2
36	1	0	0	0	0	0	0	0	0	0	1
37	0	0	0	0	0	0	0	1	0	0	1
15	1	0	1	0	0	0	0	0	0	0	1
6	1	0	1	0	0	0	0	0	0	1	0
68	0	1	1	0	0	0	0	0	0	0	1
59	0	0	0	0	0	0	0	0	0	0	1
60	0	0	1	0	0	0	0	0	0	0	1
38	1	1	1	0	0	0	0	0	0	0	1
35	1	0	1	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	1
56	0	0	0	0	0	0	0	0	0	0	0
70	1	1	1	0	0	1	0	0	0	0	1
61	0	0	1	0	0	0	0	0	0	0	0
81	0	0	1	0	0	1	0	0	0	0	1
71	0	0	0	0	0	0	0	0	0	0	1
88	1	0	0	0	0	0	0	0	0	0	0
70	1	1	1	0	0	0	0	0	0	0	1
7	1	0	0	0	0	0	0	0	0	0	1
77	1	0	0	0	0	0	0	0	0	0	1
77	1	1	1	0	0	0	0	0	0	0	1
16	1	0	0	0	0	0	0	0	0	0	0
71	0	0	1	0	0	1	0	0	0	4	1
74	1	0	0	0	0	0	0	0	0	0	1
72	1	0	1	0	0	0	0	0	0	0	0
38	1	0	1	0	0	0	0	0	0	0	2
18	1	1	1	0	0	0	0	0	0	1	1
55	1	0	1	0	0	0	0	0	0	0	1
39	1	0	1	0	0	1	0	0	0	2	1
80	1	0	1	0	0	1	0	0	0	0	0
52	1	0	1	0	0	0	0	0	0	0	0
35	1	0	0	0	0	0	0	1	0	0	1
73	0	0	0	0	0	1	0	0	0	0	1
60	0	0	0	0	0	0	0	1	0	2	1
56	0	0	0	0	0	0	0	0	0	0	0
73	0	0	1	0	0	0	0	0	0	0	0
59	1	1	1	0	0	0	0	0	0	0	0
67	1	0	0	0	0	0	0	0	0	0	1
18	1	0	1	0	0	1	0	0	0	0	1
42	1	0	0	0	0	0	0	0	0	0	2
60	1	0	0	0	0	1	0	0	0	0	1
53	1	1	1	0	0	1	0	0	0	0	1
70	1	0	1	0	0	1	0	0	0	0	1
78	0	0	1	0	0	0	0	0	0	0	1
63	1	0	0	0	0	0	0	0	0	0	2
38	0	0	0	0	0	0	0	0	0	0	1
39	0	0	1	0	0	1	0	0	0	0	0
72	1	0	1	0	0	0	0	0	0	0	0
74	1	0	1	0	0	0	0	0	0	2	1
83	1	0	1	0	0	0	0	0	0	0	1
87	1	1	1	0	0	0	0	0	0	0	0
62	1	0	0	0	0	0	0	0	0	3	1
70	1	0	0	0	0	0	0	0	0	0	1
50	1	0	1	0	0	0	0	0	0	0	2
79	0	0	0	0	0	0	0	0	0	0	1
10	1	1	0	0	0	0	0	0	0	0	1
5	1	0	1	0	0	0	0	0	0	0	0
36	1	0	0	0	0	0	0	0	0	0	1
78	0	0	0	0	0	0	0	0	0	0	1
52	0	0	1	0	0	0	0	1	0	1	1
52	1	0	0	0	0	0	0	0	0	0	0
53	0	0	1	0	0	0	0	0	0	1	0
87	1	0	0	0	0	0	0	0	0	0	1
